date,agency,sub_agency,artist_name,youtube_channel_id,selection,rank,video_id,title,url,published_at,view_count,like_count,comment_count,thumbnail_url
2026-08-03,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,1,bVgm4dy6Uxc,BTS (방탄소년단) 'NORMAL (Korean Ver.)' Visualizer for ARMY,https://www.youtube.com/watch?v=bVgm4dy6Uxc,2026-07-28,1430860,255342,10352,https://i.ytimg.com/vi/bVgm4dy6Uxc/default.jpg
2026-08-03,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,2,6yvxHpIO5NY,BTS (방탄소년단) 'NORMAL (Korean Ver.)' Lyric Video,https://www.youtube.com/watch?v=6yvxHpIO5NY,2026-07-26,1642475,242447,9796,https://i.ytimg.com/vi/6yvxHpIO5NY/default.jpg
2026-08-03,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,3,KG_fYGOUgio,'NORMAL (Korean Ver.)' Stage CAM @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=KG_fYGOUgio,2026-07-25,752408,139416,6025,https://i.ytimg.com/vi/KG_fYGOUgio/default.jpg
2026-08-03,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,4,iGlS99t6kF0,나랑 부산 퇴근런 10km 뛸 사람? (with 정국) l SUGA’s VLOG,https://www.youtube.com/watch?v=iGlS99t6kF0,2026-07-25,1555024,229623,8387,https://i.ytimg.com/vi/iGlS99t6kF0/default.jpg
2026-08-03,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,5,p0nPyE-dv9Q,'NORMAL (Korean Ver.)' Stage CAM (Jung Kook focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=p0nPyE-dv9Q,2026-07-24,453651,109357,6274,https://i.ytimg.com/vi/p0nPyE-dv9Q/default.jpg
2026-08-03,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,6,8jS_NPS4FhU,'NORMAL (Korean Ver.)' Stage CAM (V focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=8jS_NPS4FhU,2026-07-24,372212,95373,7103,https://i.ytimg.com/vi/8jS_NPS4FhU/default.jpg
2026-08-03,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,7,Y7do-6qV5Dw,'NORMAL (Korean Ver.)' Stage CAM (Jimin focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=Y7do-6qV5Dw,2026-07-24,346648,92265,6745,https://i.ytimg.com/vi/Y7do-6qV5Dw/default.jpg
2026-08-03,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,8,X4uBZwZkjmw,'NORMAL (Korean Ver.)' Stage CAM (j-hope focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=X4uBZwZkjmw,2026-07-24,216069,65961,3933,https://i.ytimg.com/vi/X4uBZwZkjmw/default.jpg
2026-08-03,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,9,Thn47sTsq3Y,'NORMAL (Korean Ver.)' Stage CAM (SUGA focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=Thn47sTsq3Y,2026-07-24,213340,80327,3871,https://i.ytimg.com/vi/Thn47sTsq3Y/default.jpg
2026-08-03,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,10,0JN60GMrjB8,'NORMAL (Korean Ver.)' Stage CAM (Jin focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=0JN60GMrjB8,2026-07-24,273833,87189,5553,https://i.ytimg.com/vi/0JN60GMrjB8/default.jpg
